X,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,X
X,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,X
X,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,S,S,S,S,S,S,S,S,S,S,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,S,S,S,S,S,S,S,S,S,S,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,X
X,I,I,S,S,S,S,S,S,S,S,S,S,I,I,I,S,S,S,S,S,S,S,S,S,S,I,I,I,S,S,I,I,S,S,I,S,S,I,S,S,I,I,S,S,I,I,S,S,S,S,S,S,S,S,S,S,I,I,I,S,S,S,S,S,S,S,S,S,S,I,I,I,S,S,S,S,S,S,S,S,S,S,I,I,I,S,S,I,I,S,S,I,S,S,I,S,S,I,I,S,S,I,I,S,S,S,S,S,S,S,S,S,S,I,S,I,S,I,X
X,I,I,S,S,S,S,S,S,S,S,S,S,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,S,S,I,I,S,S,I,S,S,I,S,S,I,I,S,S,I,I,S,S,S,S,S,S,S,S,S,S,I,I,I,S,S,S,S,S,S,S,S,S,S,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,S,S,I,I,S,S,I,S,S,I,S,S,I,I,S,S,I,I,S,S,S,S,S,S,S,S,S,S,I,S,I,S,I,X
X,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,S,S,I,I,S,S,I,S,S,I,S,S,I,I,S,S,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,S,S,I,I,S,S,I,S,S,I,S,S,I,I,S,S,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,X
X,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,S,S,S,S,S,S,S,S,S,S,I,I,I,S,S,I,I,S,S,I,S,S,I,S,S,I,I,S,S,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,S,S,S,S,S,S,S,S,S,S,I,I,I,S,S,I,I,S,S,I,S,S,I,S,S,I,I,S,S,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,X
X,I,I,S,S,S,S,S,S,S,S,S,S,I,I,I,S,S,S,S,S,S,S,S,S,S,I,I,I,S,S,I,I,S,S,I,S,S,I,S,S,I,I,S,S,I,I,S,S,S,S,S,S,S,S,S,S,I,I,I,S,S,S,S,S,S,S,S,S,S,I,I,I,S,S,S,S,S,S,S,S,S,S,I,I,I,S,S,I,I,S,S,I,S,S,I,S,S,I,I,S,S,I,I,S,S,S,S,S,S,S,S,S,S,I,S,I,S,I,X
X,I,I,S,S,S,S,S,S,S,S,S,S,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,S,S,I,I,S,S,I,S,S,I,S,S,I,I,S,S,I,I,S,S,S,S,S,S,S,S,S,S,I,I,I,S,S,S,S,S,S,S,S,S,S,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,S,S,I,I,S,S,I,S,S,I,S,S,I,I,S,S,I,I,S,S,S,S,S,S,S,S,S,S,I,S,I,S,I,X
X,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,S,S,S,S,S,S,S,S,S,S,I,I,I,S,S,I,I,S,S,I,S,S,I,S,S,I,I,S,S,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,S,S,S,S,S,S,S,S,S,S,I,I,I,S,S,I,I,S,S,I,S,S,I,S,S,I,I,S,S,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,X
X,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,S,S,S,S,S,S,S,S,S,S,I,I,I,S,S,I,I,S,S,I,S,S,I,S,S,I,I,S,S,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,S,S,S,S,S,S,S,S,S,S,I,I,I,S,S,I,I,S,S,I,S,S,I,S,S,I,I,S,S,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,X
X,I,I,S,S,S,S,S,S,S,S,S,S,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,S,S,I,I,S,S,I,S,S,I,S,S,I,I,S,S,I,I,S,S,S,S,S,S,S,S,S,S,I,I,I,S,S,S,S,S,S,S,S,S,S,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,S,S,I,I,S,S,I,S,S,I,S,S,I,I,S,S,I,I,S,S,S,S,S,S,S,S,S,S,I,S,I,S,I,X
X,I,I,S,S,S,S,S,S,S,S,S,S,I,I,I,S,S,S,S,S,S,S,S,S,S,I,I,I,S,S,I,I,S,S,I,S,S,I,S,S,I,I,S,S,I,I,S,S,S,S,S,S,S,S,S,S,I,I,I,S,S,S,S,S,S,S,S,S,S,I,I,I,S,S,S,S,S,S,S,S,S,S,I,I,I,S,S,I,I,S,S,I,S,S,I,S,S,I,I,S,S,I,I,S,S,S,S,S,S,S,S,S,S,I,S,I,S,I,X
X,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,S,S,S,S,S,S,S,S,S,S,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,S,S,S,S,S,S,S,S,S,S,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,X
X,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,X
X,I,I,S,S,S,S,S,S,S,S,S,S,I,I,I,S,S,S,S,S,S,S,S,S,S,I,I,I,S,S,I,S,S,I,S,S,I,S,S,I,S,S,I,S,S,I,S,S,S,S,S,S,S,S,S,S,I,I,I,S,S,S,S,S,S,S,S,S,S,I,I,I,S,S,S,S,S,S,S,S,S,S,I,I,I,S,S,I,S,S,I,S,S,I,S,S,I,S,S,I,S,S,I,S,S,S,S,S,S,S,S,S,S,I,S,I,S,I,X
X,I,I,S,S,S,S,S,S,S,S,S,S,I,I,I,S,S,S,S,S,S,S,S,S,S,I,I,I,S,S,I,S,S,I,S,S,I,S,S,I,S,S,I,S,S,I,S,S,S,S,S,S,S,S,S,S,I,I,I,S,S,S,S,S,S,S,S,S,S,I,I,I,S,S,S,S,S,S,S,S,S,S,I,I,I,S,S,I,S,S,I,S,S,I,S,S,I,S,S,I,S,S,I,S,S,S,S,S,S,S,S,S,S,I,S,I,S,I,X
X,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,S,S,I,S,S,I,S,S,I,S,S,I,S,S,I,S,S,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,S,S,I,S,S,I,S,S,I,S,S,I,S,S,I,S,S,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,X
X,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,S,S,I,S,S,I,S,S,I,S,S,I,S,S,I,S,S,I,S,S,S,S,S,S,S,S,S,S,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,S,S,I,S,S,I,S,S,I,S,S,I,S,S,I,S,S,I,S,S,S,S,S,S,S,S,S,S,I,S,I,S,I,X
X,I,I,S,S,S,S,S,S,S,S,S,S,I,I,I,S,S,S,S,S,S,S,S,S,S,I,I,I,S,S,I,S,S,I,S,S,I,S,S,I,S,S,I,S,S,I,S,S,S,S,S,S,S,S,S,S,I,I,I,S,S,S,S,S,S,S,S,S,S,I,I,I,S,S,S,S,S,S,S,S,S,S,I,I,I,S,S,I,S,S,I,S,S,I,S,S,I,S,S,I,S,S,I,S,S,S,S,S,S,S,S,S,S,I,S,I,S,I,X
X,I,I,S,S,S,S,S,S,S,S,S,S,I,I,I,S,S,S,S,S,S,S,S,S,S,I,I,I,S,S,I,S,S,I,S,S,I,S,S,I,S,S,I,S,S,I,I,I,I,I,I,I,I,I,I,I,I,I,I,S,S,S,S,S,S,S,S,S,S,I,I,I,S,S,S,S,S,S,S,S,S,S,I,I,I,S,S,I,S,S,I,S,S,I,S,S,I,S,S,I,S,S,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,X
X,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,S,S,I,S,S,I,S,S,I,S,S,I,S,S,I,S,S,I,S,S,S,S,S,S,S,S,S,S,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,S,S,I,S,S,I,S,S,I,S,S,I,S,S,I,S,S,I,S,S,S,S,S,S,S,S,S,S,I,S,I,S,I,X
X,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,S,S,I,S,S,I,S,S,I,S,S,I,S,S,I,S,S,I,S,S,S,S,S,S,S,S,S,S,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,S,S,I,S,S,I,S,S,I,S,S,I,S,S,I,S,S,I,S,S,S,S,S,S,S,S,S,S,I,S,I,S,I,X
X,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,S,S,I,S,S,I,S,S,I,S,S,I,S,S,I,S,S,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,S,S,I,S,S,I,S,S,I,S,S,I,S,S,I,S,S,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,X
X,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,H,H,H,H,H,H,H,H,H,H,I,I,I,S,S,I,S,S,I,S,S,I,S,S,I,S,S,I,S,S,I,S,S,S,S,S,S,S,S,S,S,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,H,H,H,H,H,H,H,H,H,H,I,I,I,S,S,I,S,S,I,S,S,I,S,S,I,S,S,I,S,S,I,S,S,S,S,S,S,S,S,S,S,I,S,I,S,I,X
X,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,H,H,H,H,H,H,H,H,H,H,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,S,S,S,S,S,S,S,S,S,S,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,H,H,H,H,H,H,H,H,H,H,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,S,S,S,S,S,S,S,S,S,S,I,S,I,S,I,X
X,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,H,H,H,H,H,H,H,H,H,H,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,H,H,H,H,H,H,H,H,H,H,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,X
X,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,H,H,H,X,X,X,H,H,H,H,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,H,H,H,X,X,X,H,H,H,H,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,X
X,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,H,H,H,X,X,X,H,H,H,H,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,S,S,S,S,S,S,S,S,S,S,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,H,H,H,X,X,X,H,H,H,H,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,S,S,S,S,S,S,S,S,S,S,I,S,I,S,I,X
X,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,H,H,H,X,X,X,H,H,H,H,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,S,S,S,S,S,S,S,S,S,S,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,H,H,H,X,X,X,H,H,H,H,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,S,S,S,S,S,S,S,S,S,S,I,S,I,S,I,X
X,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,H,H,H,X,X,X,H,H,H,H,I,I,H,H,H,H,H,H,H,H,H,H,H,H,H,H,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,H,H,H,X,X,X,H,H,H,H,I,I,H,H,H,H,H,H,H,H,H,H,H,H,H,H,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,X
X,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,H,H,H,X,X,X,H,H,H,H,I,I,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,I,I,I,I,I,I,I,I,I,H,H,H,H,O,O,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,H,H,H,X,X,X,H,H,H,H,I,I,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,I,I,I,I,I,I,I,I,I,H,H,H,H,O,O,O,O,O,O,X
X,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,H,H,H,X,X,X,H,H,H,H,I,I,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,I,I,I,I,I,I,I,H,H,H,H,H,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,H,H,H,X,X,X,H,H,H,H,I,I,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,I,I,I,I,I,I,I,H,H,H,H,H,O,O,O,O,O,O,X
X,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,H,H,H,X,X,X,H,H,H,H,I,I,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,H,H,H,X,X,X,H,H,H,H,I,I,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,O,O,O,O,O,O,X
X,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,H,H,H,X,X,X,H,H,H,H,I,I,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,H,H,H,X,X,X,H,H,H,H,I,I,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,O,O,O,O,O,O,X
X,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,H,H,H,X,X,X,H,H,H,H,I,I,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,H,H,H,X,X,X,H,H,H,H,I,I,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,O,O,O,O,O,O,X
X,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,H,H,H,X,X,X,H,H,H,H,I,I,H,H,H,H,H,H,H,H,X,X,X,H,H,H,H,H,H,H,H,H,H,H,H,X,X,X,H,H,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,H,H,H,X,X,X,H,H,H,H,I,I,H,H,H,H,H,H,H,H,X,X,X,H,H,H,H,H,H,H,H,H,H,H,H,X,X,X,H,H,O,O,O,O,O,O,X
X,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,H,H,X,X,X,X,X,X,H,H,I,I,H,H,H,H,H,H,H,X,X,X,X,X,H,H,H,H,H,H,H,H,H,H,X,X,X,X,X,H,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,H,H,X,X,X,X,X,X,H,H,I,I,H,H,H,H,H,H,H,X,X,X,X,X,H,H,H,H,H,H,H,H,H,H,X,X,X,X,X,H,O,O,O,O,O,O,X
X,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,H,H,X,X,X,X,X,X,H,H,I,I,H,H,H,H,H,H,X,X,X,X,X,X,X,H,H,H,H,H,H,H,H,X,X,X,X,X,X,X,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,H,H,X,X,X,X,X,X,H,H,I,I,H,H,H,H,H,H,X,X,X,X,X,X,X,H,H,H,H,H,H,H,H,X,X,X,X,X,X,X,O,O,O,O,O,O,X
X,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,H,H,X,X,X,X,X,X,H,H,I,I,H,H,H,H,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,H,H,X,X,X,X,X,X,H,H,I,I,H,H,H,H,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,O,O,X
X,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,H,H,X,X,X,X,X,X,H,H,I,I,H,H,H,H,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,H,H,X,X,X,X,X,X,H,H,I,I,H,H,H,H,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,O,O,X
X,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,H,H,X,X,X,X,X,X,H,H,I,I,H,H,H,H,H,H,H,H,H,H,H,H,H,H,X,X,X,X,X,X,X,H,H,H,H,H,H,H,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,H,H,X,X,X,X,X,X,H,H,I,I,H,H,H,H,H,H,H,H,H,H,H,H,H,H,X,X,X,X,X,X,X,H,H,H,H,H,H,H,O,O,O,O,O,O,X
X,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,H,H,H,H,H,H,H,H,H,H,I,I,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,X,X,X,X,X,H,H,H,H,H,H,H,H,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,H,H,H,H,H,H,H,H,H,H,I,I,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,X,X,X,X,X,H,H,H,H,H,H,H,H,O,O,O,O,O,O,X
X,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,H,H,H,H,H,H,H,H,H,H,I,I,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,X,X,X,H,H,H,H,H,H,H,H,H,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,H,H,H,H,H,H,H,H,H,H,I,I,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,X,X,X,H,H,H,H,H,H,H,H,H,O,O,O,O,O,O,X
X,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,H,H,H,H,H,H,H,H,H,H,I,I,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,H,H,H,H,H,H,H,H,H,H,I,I,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,O,O,O,O,O,O,X
X,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,H,H,H,H,H,H,H,H,H,H,I,I,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,H,H,H,H,H,H,H,H,H,H,I,I,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,O,O,O,O,O,O,X
X,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,X
X,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,X
X,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,X
X,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,X
X,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,X
X,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,X
X,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,X
X,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,X
X,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,X
X,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,X
X,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,X
X,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,X
